year	month	day	Lat	Lon	Tx	Tn	RR	WSP	RH
2011	3	28	14.2	1.45	42	26.9	0	2.4	14.1
2011	3	29	14.2	1.45	42	25.8	0	1.6	13.7
2011	3	30	14.2	1.45	42.1	24.7	0	1.3	17
2011	3	31	14.2	1.45	43.3	24.8	0	0.9	17.6
2011	4	1	14.2	1.45	42.8	24	0	0.9	19.7
2011	4	2	14.2	1.45	41.5	27.8	0	2	15.3
2011	4	3	14.2	1.45	39	26.8	0	2.7	28
2011	4	4	14.2	1.45	37.4	25.8	0	2.1	45.4
2011	4	5	14.2	1.45	36.8	26.9	0	1.5	38.2
2011	4	6	14.2	1.45	36.4	29	81.3	0.6	27.7
2011	4	7	14.2	1.45	39.5	27	0	2.4	12.5
2011	4	8	14.2	1.45	41	21.8	0	1.7	9.4
2011	4	9	14.2	1.45	41.3	26.5	0	1.9	9.1
2011	4	10	14.2	1.45	41.2	26.1	0	2.5	8.8
2011	4	11	14.2	1.45	40.2	25.1	0	1.3	8.6
2011	4	12	14.2	1.45	39.8	25.5	0	1.6	10.8
2011	4	13	14.2	1.45	43.1	22.5	0	0.7	18.8
2011	4	14	14.2	1.45	40.4	27.6	0	0.5	21.6
2011	4	15	14.2	1.45	43.6	23.9	0	2.5	14.6
2011	4	16	14.2	1.45	43.3	24.8	0	1.5	11.6
2011	4	17	14.2	1.45	44.7	21.5	0	0.5	16.1
2011	4	18	14.2	1.45	43.5	23.9	0	0.4	19.1
2011	4	19	14.2	1.45	44.8	27.2	0	0.6	25.1
2011	4	20	14.2	1.45	44	28.8	0	1.4	25.6
2011	4	21	14.2	1.45	45	29.6	0	1	26.1
2011	4	22	14.2	1.45	44	30.5	0	1.8	28.6
2011	4	23	14.2	1.45	45.2	30.8	0	1.4	26
2011	4	24	14.2	1.45	40	30	0	3.3	30.7
2011	4	25	14.2	1.45	42	27	0	1	21.2
2011	4	26	14.2	1.45	44.4	25.2	0	1	19.4
2011	4	27	14.2	1.45	44.8	24.7	0	0.5	18
2011	4	28	14.2	1.45	44.5	26.4	0	1	15.5
2011	4	29	14.2	1.45	43	27.8	0	0.5	17
2011	4	30	14.2	1.45	43	26.5	0	1.4	27.7
2011	5	1	14.2	1.45	42.2	30.8	0	1.8	34.2
2011	5	2	14.2	1.45	44.2	30.8	0	1	30
2011	5	3	14.2	1.45	43.2	23.3	0	4.6	16
2011	5	4	14.2	1.45	45	30.2	0	2.1	15.8
2011	5	5	14.2	1.45	45.2	29.2	0	1.6	17.4
2011	5	6	14.2	1.45	44.6	28.6	0	1.8	19.1
2011	5	7	14.2	1.45	44.4	28.9	0	0.8	26.2
2011	5	8	14.2	1.45	45	28.7	0	1.5	24.4
2011	5	9	14.2	1.45	43	28.8	0	2.3	31.7
2011	5	10	14.2	1.45	43	31	0	2.1	35
2011	5	11	14.2	1.45	43	29.2	0	2.1	30.4
2011	5	12	14.2	1.45	40.9	29	0	1.7	35.8
2011	5	13	14.2	1.45	40	29.4	0	2.1	35.9
2011	5	14	14.2	1.45	39.9	32.2	0	0.8	36.5
2011	5	15	14.2	1.45	42.8	29.6	0	0.7	33.7
2011	5	16	14.2	1.45	43.4	30.6	0	0.7	34.7
2011	5	17	14.2	1.45	44.6	30.9	0	0.9	30.3
2011	5	18	14.2	1.45	42	31.2	0	1.5	33.5
2011	5	19	14.2	1.45	43.5	30.9	0	0.9	33.6
2011	5	20	14.2	1.45	45	32	0	1	25.8
2011	5	21	14.2	1.45	42.5	31.4	0	2.2	34.2
2011	5	22	14.2	1.45	42.8	31.2	0	2.8	32.9
2011	5	23	14.2	1.45	38.2	27.6	0	5.7	40.2
2011	5	24	14.2	1.45	42	29.8	0	2.5	30
2011	5	25	14.2	1.45	42.4	28.1	0	0.9	22.4
2011	5	26	14.2	1.45	42.9	29	0	1.8	26.7
2011	5	27	14.2	1.45	42.1	28	0	2	36
2011	5	28	14.2	1.45	39	30.2	0	2.3	43.2
2011	5	29	14.2	1.45	41	29.5	0	1.9	38.4
2011	5	30	14.2	1.45	43.2	30	0	1	38.5
2011	5	31	14.2	1.45	44.5	31	0	1	35.8
2011	6	1	14.2	1.45	43	31	0	2.2	37
2011	6	2	14.2	1.45	43.5	31	NA	1.5	36.8
2011	6	3	14.2	1.45	41.4	27.5	0	2.4	41.1
2011	6	4	14.2	1.45	39.6	30.1	0	1.7	38.7
2011	6	5	14.2	1.45	39.3	30.4	0	2.6	42.4
2011	6	6	14.2	1.45	43.2	29.9	0	1.5	37.8
2011	6	7	14.2	1.45	44.5	29.8	0	0.8	30.7
2011	6	8	14.2	1.45	41	31.1	0	3.6	36.8
2011	6	9	14.2	1.45	40	28.8	0	2.6	40.8
2011	6	10	14.2	1.45	39.4	28.8	0	3.6	44.7
2011	6	11	14.2	1.45	41.7	27	0	3	45.1
2011	6	12	14.2	1.45	38.5	23.5	2	2.5	45.4
2011	6	13	14.2	1.45	36.4	24.5	0	1.8	53.1
2011	6	14	14.2	1.45	39.6	26.1	0	0.3	43.5
2011	6	15	14.2	1.45	43.8	29.2	0	0.7	31.4
2011	6	16	14.2	1.45	39	30.4	0.3	3.6	48.5
2011	6	17	14.2	1.45	35.8	28	0	2.3	52.2
2011	6	18	14.2	1.45	40	27.8	0	2.3	45.4
2011	6	19	14.2	1.45	40	29.8	0	1.7	44.3
2011	6	20	14.2	1.45	35.1	25	0	2.6	51.7
2011	6	21	14.2	1.45	39.2	26.2	0	1.6	52.4
2011	6	22	14.2	1.45	41.5	28.5	0	2.4	49.4
2011	6	23	14.2	1.45	36.4	26.4	1	1.5	49.5
2011	6	24	14.2	1.45	39	28.7	0	0.9	46.5
2011	6	25	14.2	1.45	40	26.6	0	1.2	48.4
2011	6	26	14.2	1.45	39.2	23.9	0	2.6	43.3
2011	6	27	14.2	1.45	39.2	27.4	3	2.5	46.7
2011	6	28	14.2	1.45	39.2	28.8	0	2.1	47.8
2011	6	29	14.2	1.45	34.9	28	0	3.1	50.7
2011	6	30	14.2	1.45	36.8	25.1	0	1.9	49.3
2011	7	1	14.2	1.45	40	28	0.5	0.7	47.6
2011	7	2	14.2	1.45	41	27.4	0	1.9	41.4
2011	7	3	14.2	1.45	41	29.2	0	3.1	36.9
2011	7	4	14.2	1.45	39.1	28.8	0	2	44.7
2011	7	5	14.2	1.45	41	26.8	14	1.8	49.9
2011	7	6	14.2	1.45	37	23.6	2	2.1	63.1
2011	7	7	14.2	1.45	39.4	26.8	0	2.4	52.2
2011	7	8	14.2	1.45	40.4	26	0	2.6	42.5
2011	7	9	14.2	1.45	33	25.2	0	2.7	61
2011	7	10	14.2	1.45	35.5	24.3	0	1.4	61
2011	7	11	14.2	1.45	37.9	26.5	0	1.8	53.9
2011	7	12	14.2	1.45	39	28.2	0	1	49.4
2011	7	13	14.2	1.45	38.6	29.1	0	3.4	48.2
2011	7	14	14.2	1.45	36.2	27	0	2.8	57.3
2011	7	15	14.2	1.45	38	26.8	0.5	1.2	59.5
2011	7	16	14.2	1.45	36.3	27.2	0	1	53.8
2011	7	17	14.2	1.45	40	28.2	0	0.4	48.6
2011	7	18	14.2	1.45	38.5	25.4	4.1	2.5	53.2
2011	7	19	14.2	1.45	39.3	26.3	0	1.4	49.5
2011	7	20	14.2	1.45	40	28.2	0	1.9	47.9
2011	7	21	14.2	1.45	37.8	27.6	1	2.7	58
2011	7	22	14.2	1.45	37.9	27.6	0	2.5	56.1
2011	7	23	14.2	1.45	37.1	29.4	0	1.4	53.7
2011	7	24	14.2	1.45	36	24.6	0	3	59.9
2011	7	25	14.2	1.45	33	21	27.9	2.4	81.5
2011	7	26	14.2	1.45	32.7	22.6	0	1.4	76.5
2011	7	27	14.2	1.45	34.8	23.5	7.1	1.1	64.8
2011	7	28	14.2	1.45	37.3	25.2	0	2.7	67.3
2011	7	29	14.2	1.45	35.2	24.4	10.9	0.9	71
2011	7	30	14.2	1.45	35.8	26.6	0	2	69.9
2011	7	31	14.2	1.45	37.2	27.5	0	0.8	62.3
2011	8	1	14.2	1.45	31	21.6	6.1	1.5	76
2011	8	2	14.2	1.45	37	24.9	2	1.4	61.5
2011	8	3	14.2	1.45	37.1	27.2	0	2.5	53.4
2011	8	4	14.2	1.45	38.4	27	0	1.7	52
2011	8	5	14.2	1.45	35.8	27.5	0	1.4	59.4
2011	8	6	14.2	1.45	29.4	24.5	1	1	78.6
2011	8	7	14.2	1.45	35.1	23.7	0	1	66.7
2011	8	8	14.2	1.45	34.5	26.1	0	1.7	63.6
2011	8	9	14.2	1.45	34.6	25.4	0	1.4	64.5
2011	8	10	14.2	1.45	37.8	27.3	0	2.1	53.9
2011	8	11	14.2	1.45	37.4	27.8	0	2.6	56.9
2011	8	12	14.2	1.45	34.2	23.6	23.1	2.4	70.8
2011	8	13	14.2	1.45	32.6	25.8	0	1.9	78.4
2011	8	14	14.2	1.45	34.2	24.2	16	1.5	68.4
2011	8	15	14.2	1.45	33.6	22.2	0	0.9	73.8
2011	8	16	14.2	1.45	31.4	23	45	0.3	76
2011	8	17	14.2	1.45	32.1	25.4	0	1.4	76.6
2011	8	18	14.2	1.45	32	24.8	24.9	1.3	78.9
2011	8	19	14.2	1.45	31.5	23.1	6.1	1	76.4
2011	8	20	14.2	1.45	31.9	22.5	0.3	0.5	75.9
2011	8	21	14.2	1.45	35	24.5	0	0.1	67.3
2011	8	22	14.2	1.45	35	25.4	0	1.5	65.8
2011	8	23	14.2	1.45	32	23.2	35.1	1.3	74.7
2011	8	24	14.2	1.45	35.5	23.7	0	1.2	69.6
2011	8	25	14.2	1.45	36.1	25.5	0	1.3	60.9
2011	8	26	14.2	1.45	35.2	25.2	0	2.8	59
2011	8	27	14.2	1.45	35.5	26	0	1.5	62.8
2011	8	28	14.2	1.45	36.4	26.8	0	0.7	59.3
2011	8	29	14.2	1.45	37.7	26.8	0	1	55.9
2011	8	30	14.2	1.45	39.5	27	0	3.2	57.7
2011	8	31	14.2	1.45	34.2	25.5	0	1.2	56
2011	9	1	14.2	1.45	37	25.6	0	0.9	58.1
2011	9	2	14.2	1.45	38.3	27.4	0	1.5	57.8
2011	9	3	14.2	1.45	37.5	25.2	0	2.1	52.6
2011	9	4	14.2	1.45	37.4	26.8	0	2.5	57.6
2011	9	5	14.2	1.45	38.8	25.4	23.1	2.1	58.1
2011	9	6	14.2	1.45	36.2	24	1	0.6	66.5
2011	9	7	14.2	1.45	37.4	26	0	1.1	57.8
2011	9	8	14.2	1.45	37	28.2	NA	1.9	58.8
2011	9	9	14.2	1.45	33	22.4	23.9	0.3	71.2
2011	9	10	14.2	1.45	34.9	25.2	0	0.3	68.2
2011	9	11	14.2	1.45	37.2	24.6	2	1.3	64.2
2011	9	12	14.2	1.45	38.8	25.9	0	1.3	55.2
2011	9	13	14.2	1.45	33.7	28.3	0	2.2	58.2
2011	9	14	14.2	1.45	36.5	25.8	0	1.6	56.8
2011	9	15	14.2	1.45	35.6	23.2	26.9	1.8	72.4
2011	9	16	14.2	1.45	33.5	23	0.8	0.9	70.5
2011	9	17	14.2	1.45	34.6	23.5	1	0.5	71.8
2011	9	18	14.2	1.45	34.5	24.8	0	1.2	69.7
2011	9	19	14.2	1.45	36.2	25.9	0	0.3	62.7
2011	9	20	14.2	1.45	37.5	23	0	0.3	56.4
2011	9	21	14.2	1.45	36.8	27.3	0	0.7	59
2011	9	22	14.2	1.45	36.2	27.5	0	0.8	58.9
2011	9	23	14.2	1.45	37.5	26.6	0	1	53.9
2011	9	24	14.2	1.45	39.4	25.4	0	0.6	47.4
2011	9	25	14.2	1.45	38.4	26.2	0	1	50.8
2011	9	26	14.2	1.45	39.9	27.5	0	1.2	52.5
2011	9	27	14.2	1.45	36.8	26.2	2	0.7	57.3
2011	9	28	14.2	1.45	37.9	25.9	0	1	61.4
2011	9	29	14.2	1.45	35.8	22.5	14	1.6	64
2011	9	30	14.2	1.45	36.8	25.7	0	0.5	51.9
2011	10	1	14.2	1.45	38.5	26.9	0	0.8	56.2
2011	10	2	14.2	1.45	39	26.9	0	0.8	52
2011	10	3	14.2	1.45	39.6	26.6	0	0.8	49.1
2011	10	4	14.2	1.45	39	26	0	0.9	49.8
2011	10	5	14.2	1.45	39.9	26.5	0	0.9	41.2
2011	10	6	14.2	1.45	39.8	27	0	1.8	44.8
2011	10	7	14.2	1.45	36.4	25.4	0	1	56.5
2011	10	8	14.2	1.45	38.2	26	0.8	0.5	57.5
2011	10	9	14.2	1.45	39.6	27	0	0.5	47.3
2011	10	10	14.2	1.45	36.3	26.4	0	0.6	54
2011	10	11	14.2	1.45	40.5	27.2	0	0.7	44.2
2011	10	12	14.2	1.45	39	27.7	0	0.4	46.8
2011	10	13	14.2	1.45	38.5	27.1	0	0.4	49.5
2011	10	14	14.2	1.45	39	26.4	0	0.8	45.4
2011	10	15	14.2	1.45	39	25.2	0	0.5	44.3
2011	10	16	14.2	1.45	39.5	27.1	0	0.7	41.2
2011	10	17	14.2	1.45	40.4	25.1	0	0.5	39.1
2011	10	18	14.2	1.45	41	26	0	0	37.6
2011	10	19	14.2	1.45	41	26.8	0	0.4	34
2011	10	20	14.2	1.45	40.8	26	0	1.7	31
2011	10	21	14.2	1.45	40.4	27.2	0	0.7	28.7
2011	10	22	14.2	1.45	40	26.9	0	0.6	28.2
2011	10	23	14.2	1.45	39.9	25.4	0	0.3	38.1
2011	10	24	14.2	1.45	40	26	0	0.8	34.7
2011	10	25	14.2	1.45	39	25.6	0	1	27.2
2011	10	26	14.2	1.45	39	24.1	0	0.5	32.7
2011	10	27	14.2	1.45	40.6	22.4	0	0.8	24.4
2011	10	28	14.2	1.45	39.9	21.4	0	0.3	25.7
2011	10	29	14.2	1.45	39.6	23.6	0	0.9	27.4
2011	10	30	14.2	1.45	40.3	22.6	0	0.7	29.4
2011	10	31	14.2	1.45	40.8	22.9	0	1.6	24
2011	11	1	14.2	1.45	39.5	22.4	0	0.8	26.8
2011	11	2	14.2	1.45	39.6	21.7	0	0.3	21.7
2011	11	3	14.2	1.45	39	21.6	0	0.5	23.3
2011	11	4	14.2	1.45	39.2	20.9	0	0.5	25.3
2011	11	5	14.2	1.45	38.7	21.8	0	0.8	26.5
2011	11	6	14.2	1.45	39.2	21.6	0	0.3	26.3
2011	11	7	14.2	1.45	38.8	21	0	1	24.7
2011	11	8	14.2	1.45	39.6	19.7	0	0.7	20.9
2011	11	9	14.2	1.45	39.2	21.6	0	1	18.6
2011	11	10	14.2	1.45	39.6	21.9	0	1	19
2011	11	11	14.2	1.45	38.5	19.5	0	0.5	24.1
2011	11	12	14.2	1.45	38.6	19.5	0	0.9	26.6
2011	11	13	14.2	1.45	38.4	19.9	0	1.2	22.6
2011	11	14	14.2	1.45	38.5	21.3	0	0.9	17.8
2011	11	15	14.2	1.45	37.3	22.9	0	1.1	16.3
2011	11	16	14.2	1.45	36.5	22.8	0	1	15.9
2011	11	17	14.2	1.45	36.7	18	0	1.2	21.3
2011	11	18	14.2	1.45	37.2	19.6	0	1.3	23.6
2011	11	19	14.2	1.45	38.2	21.5	0	1.4	19.8
2011	11	20	14.2	1.45	38.8	21.1	0	1.4	20.1
2011	11	21	14.2	1.45	38.3	22.6	0	1.5	16.9
2011	11	22	14.2	1.45	37.4	20.3	0	0.7	20.4
2011	11	23	14.2	1.45	36.5	20.2	0	1.4	21.4
2011	11	24	14.2	1.45	36.5	18.3	0	1.9	23.4
2011	11	25	14.2	1.45	36	20.3	0	1.5	19.6
2011	11	26	14.2	1.45	35.3	16.8	0	1.3	24.5
2011	11	27	14.2	1.45	35.4	17.4	0	0.9	21.3
2011	11	28	14.2	1.45	35.6	19	0	1.3	19.9
2011	11	29	14.2	1.45	34.5	20	0	1.5	18.6
2011	11	30	14.2	1.45	34.2	18.6	0	2.2	20.4
2011	12	1	14.2	1.45	34.4	21.6	0	2.1	19.8
2011	12	2	14.2	1.45	35	19	0	1.6	22.7
2011	12	3	14.2	1.45	35	20.5	0	1	24.2
2011	12	4	14.2	1.45	34.2	16.3	0	1.4	27.1
2011	12	5	14.2	1.45	35	16.5	0	0.8	29.9
2011	12	6	14.2	1.45	34.2	17.4	0	1	27.7
2011	12	7	14.2	1.45	34.1	19.4	0	2.1	22.2
2011	12	8	14.2	1.45	34.5	19.2	0	2.7	21.3
2011	12	9	14.2	1.45	32.4	20.2	0	3.2	16.1
2011	12	10	14.2	1.45	31	19.5	0	2.7	17.9
2011	12	11	14.2	1.45	31	18.9	0	2.2	20.3
2011	12	12	14.2	1.45	31.4	17	0	1.7	24.5
2011	12	13	14.2	1.45	30.3	16.4	0	1.6	21.5
2011	12	14	14.2	1.45	31.2	14.9	0	1	21.6
2011	12	15	14.2	1.45	31.7	17	0	2.5	16.7
2011	12	16	14.2	1.45	31	17.4	0	1.7	16.1
2011	12	17	14.2	1.45	30.5	16.4	0	1.7	20.1
2011	12	18	14.2	1.45	30.5	16.3	0	0.9	20.3
2011	12	19	14.2	1.45	33	13.2	0	1.2	23.4
2011	12	20	14.2	1.45	33.8	19	0	1.5	17.3
2011	12	21	14.2	1.45	33	18.3	0	1.7	18.8
2011	12	22	14.2	1.45	32.1	19.4	0	1.7	18.9
2011	12	23	14.2	1.45	31.5	18.6	0	3.3	19.7
2011	12	24	14.2	1.45	32	17.8	0	2.5	19.9
2011	12	25	14.2	1.45	30.7	17.7	0	2.6	20.8
2011	12	26	14.2	1.45	31.2	18.4	0	2.8	24.9
2011	12	27	14.2	1.45	31.1	17.9	0	1.6	26.1
2011	12	28	14.2	1.45	30.6	18.3	0	1.5	23.4
2011	12	29	14.2	1.45	31.6	15.3	0	1.3	28.1
2011	12	30	14.2	1.45	30.3	14.9	0	2.6	26.9
2011	12	31	14.2	1.45	31.8	15.1	0	0.5	24.3
2012	1	1	14.2	1.45	31.2	17.5	0	1.6	25
2012	1	2	14.2	1.45	31.5	18.8	0	2.7	21.1
2012	1	3	14.2	1.45	30.9	18.1	0	2.2	23.7
2012	1	4	14.2	1.45	30.1	17.7	0	2.5	27.4
2012	1	5	14.2	1.45	36.1	16.4	0	2.2	28.1
2012	1	6	14.2	1.45	29.3	16.9	0	2.6	28.3
2012	1	7	14.2	1.45	30.1	15.4	0	1.6	24.9
2012	1	8	14.2	1.45	31.5	13.3	0	2.2	25
2012	1	9	14.2	1.45	31.6	14	0	2.1	26.8
2012	1	10	14.2	1.45	32.2	16.7	0	2.7	20.3
2012	1	11	14.2	1.45	30.5	18	0	2.7	24.5
2012	1	12	14.2	1.45	29	16.5	0	3.2	25.1
2012	1	13	14.2	1.45	28.2	14.6	0	2.6	25
2012	1	14	14.2	1.45	28	14.8	0	3.1	27.8
2012	1	15	14.2	1.45	28.8	15.1	0	2.9	29.2
2012	1	16	14.2	1.45	30.5	14.3	0	1.5	26.7
2012	1	17	14.2	1.45	33.5	13	0	0.9	34.5
2012	1	18	14.2	1.45	33	14	0	1.5	32.6
2012	1	19	14.2	1.45	33.4	15.6	0	0.7	32.8
2012	1	20	14.2	1.45	32.6	16.4	0	1.3	26.2
2012	1	21	14.2	1.45	27.7	20.2	0	4	18.8
2012	1	22	14.2	1.45	31.4	17.5	0	2.2	33
2012	1	23	14.2	1.45	33.4	17.8	0	1	28.1
2012	1	24	14.2	1.45	32.5	19	0	1.9	25.1
2012	1	25	14.2	1.45	34.8	21.3	0	1.4	19.7
2012	1	26	14.2	1.45	35	20.4	0	1	19.1
2012	1	27	14.2	1.45	35.8	19.9	0	1.2	19.6
2012	1	28	14.2	1.45	36	18.1	0	1.2	18.8
2012	1	29	14.2	1.45	37	17.4	0	1.2	17.2
2012	1	30	14.2	1.45	35.5	21	0	2	13.3
2012	1	31	14.2	1.45	34.1	20	0	1.3	13.5
2012	2	1	14.2	1.45	35.4	20.6	0	2.7	11.6
2012	2	2	14.2	1.45	35.6	20.2	0	1.2	16.5
2012	2	3	14.2	1.45	37	19.9	0	0.9	18.7
2012	2	4	14.2	1.45	38	18.8	0	0.9	18.6
2012	2	5	14.2	1.45	38.1	19.8	0	2.4	16.8
2012	2	6	14.2	1.45	27.2	20.4	0	2.9	13.9
2012	2	7	14.2	1.45	30.1	18.6	0	2.8	12.1
2012	2	8	14.2	1.45	32.4	16.8	0	2.6	10.9
2012	2	9	14.2	1.45	34	17.2	0	1.7	13.1
2012	2	10	14.2	1.45	34.9	20.5	0	1.2	12.6
2012	2	11	14.2	1.45	36	22	0	1.6	12.3
2012	2	12	14.2	1.45	37	20.8	0	1.9	13.7
2012	2	13	14.2	1.45	37.3	19	0	1.3	17.8
2012	2	14	14.2	1.45	38.8	19	0	1.6	17.1
2012	2	15	14.2	1.45	39.4	19.8	0	1.7	17.4
2012	2	16	14.2	1.45	38	23.4	0	3.2	11.3
2012	2	17	14.2	1.45	38.2	24.8	0	4.8	14.8
2012	2	18	14.2	1.45	39.2	23.4	0	2.9	16
2012	2	19	14.2	1.45	40.2	23	0	1.2	24.3
2012	2	20	14.2	1.45	34	24.8	7.9	2.5	57.3
2012	2	21	14.2	1.45	35	22.9	1	1.6	52.1
2012	2	22	14.2	1.45	36.1	23.9	0	1.9	19.9
2012	2	23	14.2	1.45	37.1	22.6	0	1.6	16.1
2012	2	24	14.2	1.45	39	22.2	0	1.6	16.1
2012	2	25	14.2	1.45	40	25.1	0	1.9	12
2012	2	26	14.2	1.45	40.4	23	0	1.9	17
2012	2	27	14.2	1.45	41	23.4	0	1.9	16.4
2012	2	28	14.2	1.45	41.2	25.2	0	1.7	12.4
2012	2	29	14.2	1.45	41.2	23.1	0	0.7	19.2
2012	3	1	14.2	1.45	39	23.6	0	2.5	12
2012	3	2	14.2	1.45	41	22.1	0	2.2	12.3
2012	3	3	14.2	1.45	39.7	24.6	0	2.2	10.7
2012	3	4	14.2	1.45	39	26.5	0	3.2	9.9
2012	3	5	14.2	1.45	38.1	27.5	0	2.8	11.3
2012	3	6	14.2	1.45	38.2	26.6	0	3.2	10.4
2012	3	7	14.2	1.45	39.7	25.6	0	1.3	11.2
2012	3	8	14.2	1.45	40.5	22.6	0	1.2	17
2012	3	9	14.2	1.45	32.2	24.6	0	3.7	12
2012	3	10	14.2	1.45	32.2	22.8	0	3.8	12.7
2012	3	11	14.2	1.45	31.5	18.4	0	2.2	14
2012	3	12	14.2	1.45	34.1	18.8	0	1.5	13.2
2012	3	13	14.2	1.45	36.4	20.2	0	1.9	12.9
2012	3	14	14.2	1.45	38.4	18.6	0	2.1	16.1
2012	3	15	14.2	1.45	39	23.6	0	3.2	9.6
2012	3	16	14.2	1.45	38.2	25.2	0	3.4	10.3
2012	3	17	14.2	1.45	39.3	26.2	0	2.8	10.5
2012	3	18	14.2	1.45	37.2	25.3	0	3	10.2
2012	3	19	14.2	1.45	38	25.9	0	2.6	11.7
2012	3	20	14.2	1.45	38.2	24.8	0	2.4	11.6
2012	3	21	14.2	1.45	38.4	25.2	0	2.6	10.3
2012	3	22	14.2	1.45	38.6	25.1	0	2.4	9.1
2012	3	23	14.2	1.45	39.4	21.2	0	1.7	12
2012	3	24	14.2	1.45	39.9	20.9	0	2.4	17
2012	3	25	14.2	1.45	40.8	20.8	0	1.8	17.2
2012	3	26	14.2	1.45	40.6	24.6	0	2.8	16.5
2012	3	27	14.2	1.45	41	25	0	2.4	16.1
2012	3	28	14.2	1.45	41.2	22.8	0	2.3	10.5
2012	3	29	14.2	1.45	41.9	22	0	1.4	13.3
2012	3	30	14.2	1.45	42.2	25.4	0	0.8	12.3
2012	3	31	14.2	1.45	40.9	27.4	0	1.8	22.1
2012	4	1	14.2	1.45	40.6	29.6	0.5	1.1	36.3
2012	4	2	14.2	1.45	36	25	2	1.9	55.8
2012	4	3	14.2	1.45	38.3	23	5.1	1.8	50.2
2012	4	4	14.2	1.45	40.2	28	0	1.3	43.2
2012	4	5	14.2	1.45	41.1	29.4	0	0.5	30.5
2012	4	6	14.2	1.45	42.4	27.8	0	3.3	17.9
2012	4	7	14.2	1.45	43.1	29.8	0	2.8	15.9
2012	4	8	14.2	1.45	43.5	30.5	0	1.3	24.4
2012	4	9	14.2	1.45	45	30.2	0	3.7	12.1
2012	4	10	14.2	1.45	42.4	29.8	0	0.9	31.9
2012	4	11	14.2	1.45	42.6	31.3	0	1.5	32.7
2012	4	12	14.2	1.45	44	30.4	0	1.7	30.6
2012	4	13	14.2	1.45	42.5	31.8	0	3.1	25
2012	4	14	14.2	1.45	41.3	29.5	0	3.3	14.2
2012	4	15	14.2	1.45	41.6	24.4	0	0.6	14.6
2012	4	16	14.2	1.45	41.8	24.9	0	1	12.6
2012	4	17	14.2	1.45	41.1	25.3	0	0.6	15.4
2012	4	18	14.2	1.45	40.2	24.4	0	0.5	14.9
2012	4	19	14.2	1.45	36.2	27	0	0.5	15.4
2012	4	20	14.2	1.45	41.9	27.8	0	0.6	17.5
2012	4	21	14.2	1.45	42.1	27.3	0	3.1	14.7
2012	4	22	14.2	1.45	43.2	30.4	0	3.1	9.3
2012	4	23	14.2	1.45	44	30.4	0	1.3	12.7
2012	4	24	14.2	1.45	43.7	26.3	0	0.8	22.9
2012	4	25	14.2	1.45	42.5	26.4	0	1.4	31.6
2012	4	26	14.2	1.45	42.4	28.6	0	0.8	36.7
2012	4	27	14.2	1.45	44.7	29.9	0	0.4	34.4
2012	4	28	14.2	1.45	44.6	30.9	0	0.6	30.6
2012	4	29	14.2	1.45	44	31.4	0	2.6	35.3
2012	4	30	14.2	1.45	41.8	29.8	0	2.4	35.6
2012	5	1	14.2	1.45	43.6	33	0	1.9	29.4
2012	5	2	14.2	1.45	41	30.4	0	2.3	40
2012	5	3	14.2	1.45	43.2	30.2	0	2.7	36.5
2012	5	4	14.2	1.45	42.9	31.3	0	2.3	39.2
2012	5	5	14.2	1.45	40	30.3	0	3.2	43.8
2012	5	6	14.2	1.45	44.5	30.5	0	1.4	32.2
2012	5	7	14.2	1.45	45.1	29	0	1.4	25.9
2012	5	8	14.2	1.45	45.6	30	0	1.4	24.5
2012	5	9	14.2	1.45	40.6	29.7	0	3.2	39.8
2012	5	10	14.2	1.45	42.4	29.6	0	1.6	35
2012	5	11	14.2	1.45	41.4	28.8	0	3	36.4
2012	5	12	14.2	1.45	39	28.4	0	3.2	43.2
2012	5	13	14.2	1.45	41.2	26.6	NA	2.6	47.3
2012	5	14	14.2	1.45	36.8	25.5	3	1.7	59
2012	5	15	14.2	1.45	36.6	27.5	0	1.3	50.1
2012	5	16	14.2	1.45	43	28	0	1.7	27.4
2012	5	17	14.2	1.45	43.2	30.2	0	1.5	39.5
2012	5	18	14.2	1.45	44	31.5	0	2.4	35.8
2012	5	19	14.2	1.45	36.5	19	0	2.5	45.2
2012	5	20	14.2	1.45	41.6	27	0	1.4	46.4
2012	5	21	14.2	1.45	42.4	30	0	1.5	42.8
2012	5	22	14.2	1.45	42	31	0	2.9	39
2012	5	23	14.2	1.45	42.6	29.4	0	1.2	30.8
2012	5	24	14.2	1.45	42.4	30.8	0	2.2	34.1
2012	5	25	14.2	1.45	40.2	31.7	0	3.1	34.8
2012	5	26	14.2	1.45	40.8	29.2	0	2.6	37.3
2012	5	27	14.2	1.45	41.9	29.2	0	1.8	39
2012	5	28	14.2	1.45	41.2	30.7	0	2.6	44.2
2012	5	29	14.2	1.45	40	28.6	0	1.5	46.2
2012	5	30	14.2	1.45	36.5	28.6	0	2.2	47.1
2012	5	31	14.2	1.45	38.5	27.4	0	2.6	49
2012	6	1	14.2	1.45	35.4	24	16	1.3	58
2012	6	2	14.2	1.45	40.5	27.1	0	1.7	53.6
2012	6	3	14.2	1.45	38.4	27	2	1.3	48.9
2012	6	4	14.2	1.45	40	29.7	0	3.2	46.5
2012	6	5	14.2	1.45	41	28.6	0	1	41.5
2012	6	6	14.2	1.45	41.2	30.2	0	1.2	47.8
2012	6	7	14.2	1.45	38.5	28.2	0	2.3	47.2
